familly	sample_00	sample_01	sample_02	sample_03	sample_04	sample_05	sample_06	sample_07	sample_08	sample_09	sample_10	sample_11	sample_12	sample_13	sample_14	sample_15	sample_16	sample_17	sample_18	sample_19	sample_20	sample_21	sample_22	sample_23	sample_24	sample_25	sample_26	sample_27	sample_28	sample_29	sample_30	sample_31	sample_32	sample_33	sample_34	sample_35	sample_36	sample_37	sample_38	sample_39	sample_40	sample_41	sample_42	sample_43	sample_44	sample_45	sample_46	sample_47	sample_48	sample_49
Hepadnaviridae	0.0	0.0	0.0	0.0	0.338779	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.170249	0.161651	0.0	0.0	0.0	0.158212	0.644025	0.16509	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteroidaceae	34.12801990024299	58.8466611852439	77.39237737791588	34.5499627295337	44.355149406813446	95.31447599980798	101.88824605758121	297.49684993958533	85.92588546517338	61.74110618896397	224.0637115470909	54.53455497547455	110.57766129669746	30.64659207232163	51.46054469027544	34.657151228505576	11.828425415237378	203.42866475369524	26.023231087784502	150.24308947333355	251.3045809828673	63.89120467476683	33.22151057612377	125.98063735805835	87.52775106220065	69.97977121287742	15.84887313359039	22.89718482664024	151.81938486558334	76.86006850103155	40.842026931036585	157.0739695398239	8.96640098230636	94.79774053919293	30.30967413409147	27.317790450792803	66.3062822848021	48.5343164991318	156.2006191658539	227.28681840131094	65.4288481926028	45.776423607693495	94.60743135830971	7.464973571300833	176.80756106986385	0.4796697205704752	40.63296060772253	215.39908236311808	10.81676836228005	212.75993846399203
Rikenellaceae	0.15685686511642777	3.7206140955216322	14.18124138065634	1.5024610027797005	4.436940691136366	0.009908645447823635	0.2580527963188428	0.00065167811486278	0.3951327552126331	0.00806853895472146	0.03457993910510324	1.7174953467870837	2.33543493005579	0.02168235327768373	3.5842383248357885	0.00886617729485116	0.5293816674102362	4.1697101909404015	1.7230554516832477	0.023885502764412047	7.311301915231647	1.0736198210275987	2.2043106199426807	8.582721825940725	1.2454888429955717	4.436419762580228	2.231013874249133	1.3144661632240073	0.3802625941901478	2.779397872991322	3.655241777284844	0.19953261930474134	0.31737303775389086	7.334432104645985	0.3442814912634016	0.021391730997273116	1.0949617573015775	1.8614860978954915	3.7749267062301413	0.9701430794480064	0.07091006518119478	6.24501912721993	1.8573769439014762	2.033286184897329	1.9081403358739792	0.020187156659745215	0.11831576152116324	16.713256029553786	0.05179946789168064	7.120153163813301
Fabaceae	0.0	0.0	0.0	0.0	0.0	2.6487785	0.0	2.579833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Veillonellaceae	0.08174118013105744	0.6239301645259089	1.0078853919984723	0.023670460670920004	0.02477547805693038	1.7296250091775713	18.330990657184426	24.27748911406431	3.3412005535648786	0.40792251685676906	29.16006472840373	2.7521046177110393	0.04888710156237576	0.882774085290871	0.0048211653864205254	34.2860053402649	0.06653488386303076	2.1577536836528797	0.9511622255054507	1.045145406167111	0.11610915908151943	1.8574892503343572	0.14198350606655513	0.5901441864888155	0.7157641611406981	2.5396254870589714	1.3746715439366894	1.8177648664152757	4.187360113140926	1.2158737542060403	3.031375312048634	2.295176453432695	0.0938417725152913	0.4989797652038653	2.0568664879940144	0.7529904936364968	4.683128794879284	1.91305485365386	1.1050333717914822	0.9426924301861066	70.71744078635535	0.41939751709589546	0.013226529163791616	1.702192798834319	0.1525012540023096	1.1540687523897635	2.3965341864363534	0.039366236910966426	1.250417996820783	0.06461204216827374
Barnesiellaceae	0.0089545	8.087651	1.8904971	0.2217204	12.0475824	6.968540299999999	4.5238447	0.0465072	9.6600667	0.4696675	20.703047599999998	0.5762438	15.0062378	1.8466472	3.0269064	0.0331933	0.2481951	10.6313608	0.8563593	0.0069855	0.21312709999999999	0.36542379999999997	0.12995779999999998	2.4204055	0.8845946	0.8905164000000001	1.1837320999999998	2.3345451	0.17294890000000002	2.6320674	4.8660235	1.066881	0.046882400000000005	4.2380916	0.6883272	0.0258791	10.4876666	2.9855530999999997	10.283358400000001	10.1097516	0.0093765	8.5651788	0.0806451	0.0093765	14.0377017	0.0093765	0.0093765	5.726348	0.0628516	6.6158565
Hypoviridae	0.0	0.0	0.116307	0.0	1.601918	0.0	0.0	0.1830755	0.0	0.093901	0.0	0.109712	2.435254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.075508	0.0	0.0	0.29709399999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.2821885	0.0	0.0968055	0.0968055	0.0	0.0	0.0	0.0	0.0	0.0	0.4796165	0.0	0.0	11.5750325	0.0
Moraxellaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Microviridae	0.0	0.3651386	0.0	0.0	0.3275402	0.3647714	0.0229138	101.3414998	0.0	0.0	0.0223314	0.3587122	0.0	0.004909	0.07721320000000001	1.5973568	0.0342688	0.27168380000000003	0.0	0.0	0.0	0.0	0.0	0.0726222	35.873675999999996	0.158384	0.5048526	0.1811846	0.050117199999999994	0.135406	0.0648736	0.0277228	0.0	0.0302606	0.0	0.14310799999999999	23.6074756	0.49213319999999994	0.37008420000000003	0.0	0.6899962000000001	0.5502613999999999	0.0	0.08660999999999999	0.0	0.0074502	0.05378619999999999	0.08110999999999999	0.6482272	0.0
Campylobacteraceae	54.089859000000004	73.246395	114.327268	21.316139	36.352047999999996	5.003266	32.025279	0.0	17.368534	383.338676	369.846152	102.913422	29.374878	21.703274	26.142566	22.957768	44.863893000000004	23.532218	9.499563	31.13099	0.211194	7.642026	472.89506500000005	52.43853	237.013908	75.824698	121.825141	26.43731	636.049285	29.073922	21.289335	1.44245	32.771922	403.893642	9.313718	444.923319	265.950507	63.883866	200.461186	5.055968	1.6009419999999999	1.036959	41.383528999999996	71.96024	114.014819	206.844808	37.968149000000004	22.748682	0.986271	36.476252
